permno,comnam
10444.0,AMERICAN SUMATRA TOB CO
10445.0,A R I INDUSTRIES INC
10446.0,POLK AUDIO INC
10447.0,PLYMOUTH FIVE CENTS SAVINGS BAN
10448.0,LEGUME INC
10449.0,SOUTHINGTON SAVINGS BANK CT
10449.0,BANCORP CONNECTICUT INC
10450.0,FIRST MEDICAL DEVICES CORP
10451.0,F H P CORP
10451.0,F H P INTERNATIONAL CORP
10452.0,AMERICAN WOOLEN CO
10453.0,B F ENTERPRISES INC
10454.0,GOLD EXPRESS CORP
10455.0,ELECTRO FUNDS CORP
10455.0,C M S ENHANCEMENTS INC
10455.0,AMERIQUEST TECHNOLOGIES INC
10456.0,C E M CORP
10457.0,B F S BANKORP INC
10458.0,SOMERSET SVGS BK SOMERVILLE MA
10458.0,SOMERSET BANKSHARES INC
10458.0,SOMERSET SAVINGS BANK
10459.0,GENMAR INDUSTRIES INC
10460.0,MANHATTAN ELECTRICAL SUPPLY INC
10460.0,AMERICAN MACH & METALS INC
10460.0,AMETEK INC
10461.0,DIME SAVINGS BK WALLINGFORD CT
10461.0,DIME FINANCIAL CORP
10462.0,CALGENE INC
10463.0,RESEARCH FRONTIERS INC
10464.0,CONNECTICUT COMMUNITY BANK G
10465.0,ACCEPTANCE INSURANCE HLDG INC
10466.0,BROUGHER INSURANCE GROUP INC
10467.0,WARREN FIVE CENTS SAVINGS BK MA
10467.0,WARREN BANCORP INC
10468.0,AMERICAN CRUISE LINES INC
10469.0,DYNATEM INC
10470.0,MORGAN OLMSTEAD KENNEDY GARD CA
10471.0,QUEST BIOTECHNOLOGY INC
10472.0,SHOE CITY CORP
10473.0,TIPTON CENTERS INC
10474.0,EMPIRE ORR INC
10475.0,RICHMOND HILL SVGS BK NY
10476.0,B M R FINANCIAL GROUP INC
10477.0,NATIONAL VISION SERVICES INC
10477.0,N B S NATIONAL BENEFIT SRVCS IN
10477.0,AVESIS INC
10478.0,OLYMPIC INTERNATIONAL BK & TR C
10478.0,U S A BANCORP INC
10479.0,AMERICAN SUGAR REFNG CO
10479.0,AMERICAN SUGAR CO
10479.0,AMSTAR CORP
10480.0,A T V SYSTEMS INC
10481.0,SUBURBAN BANCORP INC IL
10482.0,WASTE RECOVERY INC
10483.0,AMERICAN CAPACITY GROUP INC
10484.0,WESTON ROY F INC NEW
10485.0,FIRST AMERICAN BANK FOR SVGS BO
10485.0,FIRST AMERICAN BANCORP INC
10486.0,CENTRAL BANK FOR SAVINGS CT
10486.0,CENVEST INC
10487.0,AMERICAN STEEL FOUNDRIES
10487.0,AMSTED INDUSTRIES INC
10488.0,AVM CORP
10488.0,AMERICAN LOCKER GROUP
10489.0,ASBESTEC INDUSTRIES INC
10490.0,GARTNER GROUP INC
10491.0,FIRST AMERI CABLE CORP
10492.0,SUMMIT HOLDING CORP
10493.0,NEOLENS INC
10494.0,SANDWICH CO OPERATIVE BK MA
10494.0,SANDWICH BANCORP INC
10495.0,ANACONDA COPPER MNG CO
10495.0,ANACONDA CO
10496.0,A W COMPUTER SYSTEMS INC
10497.0,INTEX SOFTWARE SYS INTL LTD
10498.0,GREATBANC INC
10499.0,NICHOLS HOMESHIELD INC
10500.0,BANK MARYLAND CORP
10501.0,AMERICAN WOODMARK CORP
10502.0,ATLANTIS MINING & MFG CO INC
10503.0,DOMINION FEDERAL S & L ASSOC VA
10503.0,TRUSTBANK SAVINGS F S B
10504.0,BONNEVILLE PACIFIC CORP
10505.0,JIFFY LUBE INTERNATIONAL INC
10506.0,STEVES HOMEMADE ICE CREAM INC
10506.0,INTEGRATED BRANDS INC
10507.0,MEDICAL ACTION INDS INC
10508.0,ANN ARBOR RR CO
10509.0,AARON BROS CORP
10510.0,C B FINANCIAL CORP MICH
10511.0,BOMBAY PALACE RESTS INC
10512.0,IGENE BIOTECHNOLOGY INC
10513.0,LIPOSOME COMPANY INC
10514.0,TRANS WORLD MUSIC CORP
10514.0,TRANS WORLD ENTERTAINMENT CORP
10515.0,GROUNDWATER TECHNOLOGY
10515.0,FLUOR DANIEL G T I INC
10516.0,ARCHER DANIELS MIDLAND CO
10517.0,AARON RENTS INC
10517.0,AARONS INC
10518.0,PACIFIC SOUTHWEST AIRLINES NEW
10519.0,IMAGINE FILMS ENTERTAINMENT INC
10520.0,BERES INDUSTRIES INC
10521.0,MAGNOLIA FOODS INC
10522.0,CENTRAL JERSEY INDS INC
10522.0,C J I INDUSTRIES INC NEW
10522.0,TRIANGLE INDUSTRIES INC NEW
10523.0,ALLURE COSMETICS LTD
10524.0,ARMOUR & CO
10525.0,AARONSON BROTHERS STORES CO
10526.0,SOUTHLIFE HOLDING CO
10527.0,M N X INC
10527.0,MARK VII INC
10528.0,CELLULAR COMMUNICATIONS INC
10529.0,COMMERCIAL SECURITY BANCORP
10530.0,MERIDIAN DIAGNOSTICS INC
10530.0,MERIDIAN BIOSCIENCE INC
10531.0,GENERAL PARAMETRICS CORP
10531.0,METAL MANAGEMENT INC
10532.0,ARNOLD CONSTABLE CORP
10533.0,ABERCROMBIE & FITCH CO
10534.0,BANK OF STAMFORD CT
10534.0,FAIRFIELD COUNTY BANCORP INC
10535.0,FLORES DE NEW MEXICO INC
10536.0,EDISON CONTROL CORP
10537.0,SYNTRO CORP
10538.0,AMERICAN LEARNING CORP
10539.0,LEXITECH INTERNATIONAL DCN NW I
10540.0,ART METAL CONSTR CO
10541.0,AMERICAN RUBBER & PLASTICS CORP
10541.0,A R P CORP
10542.0,NEW ENGLAND SAVINGS BANK CT
10542.0,N E S B CORP
10543.0,LIBERTY ACQUISITIONS CORP
10543.0,CARIBBEAN SELECT INC
10544.0,NATIONWIDE CELLULAR SERVICE INC
10545.0,THERMO INSTRUMENT SYSTEMS INC
10546.0,REPUBLIC S & L ASSN WI MILWAUKE
10546.0,REPUBLIC CAPITAL GROUP INC
10547.0,A P A OPTICS INC
10547.0,A P A ENTERPRISES INC
10547.0,CLEARFIELD INC
10548.0,NETWORK CONTROL CORP
10549.0,AMERICAN EQUINE PRODUCTS INC
10550.0,PRO DEX INC
10550.0,PRO DEX INC COLO
10551.0,GROVE HALL SVGS BANK MA BRIGHTO
10551.0,GROVE BANK FOR SVGS BRIGHTON MA
10551.0,GROVE BANK
10552.0,FIRST SERVICE BANK SVGS LEOM MA
10553.0,FIRST HOME FED S & L ASSN SEB F
10554.0,PINCH OR POUND INC
10555.0,AMERICAN MEDICAL ELECTRONICS IN
10556.0,STARS TO GO INC
10557.0,GEONEX CORP
10558.0,WEAREVER PROCTOR SILEX INC
10559.0,ASSOCIATED DRY GOODS CORP
10560.0,ABITIBI-PRICE INC
10560.0,ABITIBI CONSOLIDATED INC
10561.0,H & S TREAT & RELEASE
10561.0,H & S TREAT & RELEASE INC
10562.0,PENN SAVINGS BANK WYOMISSING PA
10562.0,SOVEREIGN BANCORP INC
10563.0,HORIZON BANK BELLINGHAM WA
10563.0,HORIZON FINANCIAL CORP WASH
10564.0,ADELPHIA COMMUNICATIONS CORP
10565.0,COUNTY SAVINGS BANK CA
10565.0,COUNTY BANK F S B CA
10566.0,HOME FED SVGS BK NORTHERN OH
16168.0,BEACON OIL CO
10566.0,HAVERFIELD CORP
10567.0,ASSOCIATED OIL CO
10568.0,ABRAMS INDUSTRIES INC
10568.0,SERVIDYNE INC
10569.0,BANKING CENTER WATERBURY CT
10569.0,CENTERBANK WATERBURY CT
10569.0,CENTER FINANCIAL CORPORATION
10570.0,AMERICAN TELEVISION & COM CP NE
10571.0,EATERIES INC
10572.0,DEVON GROUP INC NEW
10573.0,VILLAGE GREEN BOOKSTORE INC
10574.0,BELMAC CORP
10574.0,BENTLEY PHARMACEUTICALS INC
10575.0,ATCHISON TOPEKA & SANTA FE RY C
10576.0,UNICOM INSURANCE GROUP INC
10576.0,ACADEMY INSURANCE GROUP INC
10577.0,MEDI RX AMERICA INC
10578.0,ALTAI INC
10579.0,TATUM PETROLEUM CORP
10580.0,N F S FINANCIAL CORP
10581.0,WORCESTER COUNTY INST FOR SVGS
10581.0,BANKWORCESTER CORP
10582.0,E A S TECHNOLOGIES INC
10583.0,ATLANTA BIRMINGHAM & ATLANTIC R
10584.0,ACADIA PETROLEUM CORP
10585.0,HOLDER COMMUNICATIONS CORP
10585.0,G M X COMMUNICATIONS INC
10586.0,QUIPP INC
10587.0,INTEGRATED COMPUTER GRAPHICS IN
10588.0,GRANITE STATE BANKSHARES INC
10589.0,ROADRUNNER ENTERPRISES INC
10590.0,BIG TURTLE INC
10591.0,ATLANTIC COAST LINE RR CO
10592.0,ACAPULCO Y LOS ARCOS RESTAURANT
10592.0,ACAPULCO RESTAURANTS
10593.0,TRANSNATIONAL INDUSTRIES INC
10594.0,DIME SAVINGS BANK NY FSB
10594.0,DIME BANCORP INC
10594.0,DIME BANCORP INC NEW
10595.0,NEW YORK CITY SHOES INC
10596.0,PEOPLES SAVINGS BANK NEW BRIT C
10596.0,PEOPLES SAVINGS FINANCIAL CORP
10597.0,FRANKLIN COMPUTER CORP
10597.0,FRANKLIN ELECTRONIC PUBLSHS INC
10598.0,BROAD NATIONAL BANCORP
10599.0,AXLON INC
10600.0,BUFFALO INC
10601.0,CISTRON BIOTECHNOLOGY INC
10602.0,TOTAL HEALTH SYSTEMS INC
10603.0,F N B ROCHESTER CORP
10604.0,ATLANTIC REFNG CO
10604.0,ATLANTIC RICHFIELD CO
10605.0,ACCELERATION CORP
10605.0,ACCEL INTERNATIONAL CORP
10606.0,WATTS INDUSTRIES INC
10606.0,WATTS WATER TECHNOLOGIES INC
10607.0,MERCHANTSBANK BOSTON COOP BANK
10607.0,MERCHANTS CAPITAL CORP
10608.0,GENERAL KINETICS INC
10609.0,STAR SAVINGS & L ASSN SAYRE PA
10610.0,MARBLE FINANCIAL CORP
10611.0,ACME STEEL CO
10611.0,ACME METALS INC
10612.0,ATLANTIC GULF & WEST INDIES SS
10613.0,ACCELERATORS INC
10614.0,P & C FOODS INC
10615.0,VIDEOPLEX INC
10616.0,NORTH LAND S & L ASSN WI
10616.0,NORTHLAND BANK OF WI SSB
10617.0,CITY SAVING BANK CT
10618.0,MULTI SOFT INC
10619.0,MCCORMICK CAPITAL INC
10620.0,ATLAS POWDER CO
10620.0,ATLAS CHEMICAL INDUSTRIES INC
10621.0,ACCU TEST SYS INC
10621.0,PACIFIC EASTERN CORP
10622.0,WESTERBEKE CORP
10623.0,FIRST REPUBLIC BANCORP INC
10623.0,FIRST REPUBLIC BANK S F
10624.0,CORPORATE MANAGEMENT GRP INC
10624.0,CHARLES J W FINANCIAL SVCS INC
10624.0,J W CHARLES FINANCIAL SVCS INC
10624.0,JWGENESIS FINANCIAL CORP
10625.0,CASCADE INTERNATIONAL INC
10626.0,LE PEEP RESTAURANTS INC
10627.0,TINTORETTO INC
10628.0,FRONTIER FINANCIAL CORP
10628.0,FRONTIER ADJUSTERS AMERICA INC
10629.0,F N B CORP PA
10630.0,COMMERCE BANK CA
10630.0,COMMERCEBANCORP CA
10631.0,CALSTAR INC
10632.0,SHELTON S & L ASSN INC CT
10632.0,SHELTON SAVINGS BANK CONN
10632.0,SHELTON BANCORP INC
10633.0,S C S COMPUTE INC
10634.0,CANONIE ENVIRONMENTAL SVCS CORP
10634.0,SMITH ENVIRONMENTAL TECHS CORP
10634.0,SMITH TECHNOLOGY CORP
10635.0,EDINER INC
10636.0,Q V C NETWORK INC
10636.0,Q V C INC
10637.0,VERTEX INDUSTRIES INC
10637.0,VERTEX INTERACTIVE INC
10638.0,HARLEYSVILLE NATIONAL CORP PA
10639.0,ATLAS TACK CORP
10640.0,INDUSTRIAL NUCLEONICS CORP
10640.0,ACCURAY CORP
10641.0,HEALTH EDUTECH INC
10642.0,MUNSON GEOTHERMAL INC
10643.0,PAIN SUPPRESSION LABS INC
10644.0,THERAGENICS CORP
10645.0,LAKELAND INDUSTRIES INC
10646.0,GREAT EASTERN INTL INC
10646.0,CABLE CAR BEVERAGE CORP
10647.0,AUSTIN NICHOLS & CO INC
10648.0,ACE INDUSTRIES INC
10649.0,P A M TRANSPORTATION SVCS INC
10650.0,FIRST SAVINGS BANK FSB CLOVIS N
10650.0,ACCESS ANYTIME BANCORP
10651.0,BOULEVARD BANCORP INC
10652.0,VICTORIA CREATIONS INC
10653.0,UNIVERSITY BANK & TR CO NWT MA
10653.0,UNIVERSITY BANK NATL ASSN NWT M
10654.0,MIDCONN BANK KENSINGTON CT
10655.0,AUTO KNITTER HOSIERY INC
10656.0,ACETO CHEMICAL CO INC
10656.0,ACETO CORP
10657.0,ADVO SYSTEM INC
10657.0,ADVO INC
10658.0,LUXTEC CORP
10659.0,MED MOBILE INC
10659.0,BIO REFERENCE LABORATORIES INC
10660.0,DAYLIGHT INDUSTRIES INC
10661.0,CYANOTECH CORP
10662.0,GOLDEN VALLEY MICROWAVE FDS INC
10663.0,AUTOSALES CORP
10664.0,ACMAT CORP
10665.0,MAURY FEDERAL SAVINGS BANK TN
10666.0,ENVIROSURE MANAGEMENT CORP
10667.0,AIRSENSORS INC
10667.0,IMPCO TECHNOLOGIES INC
10667.0,FUEL SYSTEMS SOLUTIONS INC
10668.0,HUNTER INTL TRADE CORP
10668.0,FORST HUNTER INTL TRADE CORP
10669.0,KENTUCKY MEDICAL INSURANCE CO
10670.0,EXCEL BANCORP INC QUINCY MASS
10670.0,QUINCY SAVINGS BANK
10671.0,BALDWIN LOCOMOTIVE WKS
10671.0,BALDWIN LIMA HAMILTON CORP
10672.0,ACME GENERAL CORP
10673.0,BEVERLY SAVINGS BANK MASS
10674.0,INNOVA PURE WATER INC
17267.0,PET INC
10675.0,PULAWSKI S & L ASSN S RIVER NJ
10675.0,PULSE BANCORP INC
10676.0,INSITUFORM SOUTHEAST CORP
10676.0,ENVIROQ CORP
10677.0,CEASE FIRE CORP
10678.0,BILDNER J & SONS INC
10679.0,BEST BUY DRUGS INC
10680.0,MR ROOTER CORP
10680.0,DWYER GROUP INC THE
10681.0,STANLEY INTERIORS CORP
10682.0,UNITED SAVINGS BK FA GREAT FALL
10682.0,UNITED FINANCIAL CORP
10683.0,SAN FRANCISCO FED S & L ASSN
10683.0,S F F E D CORP
10684.0,DOVER REGIONAL FINL SHS PA
10685.0,DURAMED PHARMACEUTICALS INC
10686.0,VIRAL RESPONSE SYSTEMS INC
10687.0,SAGE ANALYTICS INTL INC
10688.0,C M S ADVERTISING INC
10688.0,UNICO INC DE
10689.0,LIBERTY BUREAU INC
10690.0,FIDELITY FEDERAL S & L ASSN TN
10690.0,FIDELITY BANCSHARES INC TN
10691.0,INFORMIX CORP
10691.0,ASCENTIAL SOFTWARE CORP
10692.0,CHINA TECHNICAL SVRC CORP
10693.0,HEALTHSOUTH REHABILITATION CORP
10693.0,HEALTHSOUTH CORP
10693.0,ENCOMPASS HEALTH CORP
10694.0,HAMILTON GROUP HOLDINGS INC
10695.0,LOS ANGELES SECURITIES GROUP
10695.0,ABOVE TECHNOLOGIES INC
10696.0,FISERV INC
10697.0,PEOPLES SAVINGS BK WORCESTER MA
10697.0,PEOPLES BANCORP WORCESTER INC
10698.0,GENERAL ASPHALT CO
10698.0,BARBER INC
10698.0,BARBER ASPHALT CORP
10698.0,BARBER OIL CORP
10699.0,ACRO ENERGY CORP
10700.0,BARNET LEATHER INC
10701.0,ACTIVISION INC
10701.0,MEDIAGENIC
10702.0,S C O R US CORP
10703.0,INTERCARE INC
10704.0,GOLDEN POULTRY CO INC
10705.0,I C N BIOMEDICALS INC
10706.0,ROADWAY MOTOR PLAZAS INC
10706.0,TRAVEL PORTS OF AMERICA INC
10707.0,PERIPHERAL SYSTEMS INC
10708.0,TAYLOR S COMPANIES INC
10709.0,MANATRON INC
10710.0,ATLANTIC BANCORP NJ
10710.0,GLENDALE BANCORPATION
10711.0,MUTUAL FEDERAL S & L ASSN N C
10712.0,KNUTSON MORTGAGE CORP
10713.0,LIFE TECHNOLOGIES INC
10714.0,GULF & MISSISSIPPI CORP
10714.0,CRYENCO SCIENCES INC
10715.0,GATEWAY BANCORP INC
10716.0,CORRECTIONS CORP AMERICA
10717.0,FOUNTAIN OIL & GAS INC
10718.0,CENTERCORE INC
10719.0,BARNSDALL CORP
10719.0,BARNSDALL OIL CO
10720.0,ACTMEDIA INC
10721.0,ARMOR ALL PRODS CORP
10722.0,HERITAGE NIS BK SVGS NRTHMPT MA
10722.0,HERITAGE BANCORP INC
10723.0,M I SCHOTTENSTEIN HOMES INC
10724.0,PIONEER FINANCIAL SVCS INC
10724.0,PIONEER FINANCIAL SERVICES INC
10725.0,CHARTER ONE FINANCIAL INC
10726.0,CHESAPEAKE BIOLOGICAL LABS INC
10727.0,BAYUK CIGARS INC
10728.0,ACUSHNET CO
10729.0,PROFESSIONAL AGRICULTL MGMT INC
10730.0,NORTHWEST ILLINOIS BANCORP INC
10730.0,TODAYS BANCORP INC
10731.0,DATAMETRICS CORP
19668.0,ALDENS INC
10732.0,ANALYTIX INC
10732.0,ALYX MEDICAL INSTRUMENTS INC
10733.0,AMERICAN CONSUMER PRODUCTS INC
10734.0,SHELBY FEDERAL SAVINGS BANK IN
10735.0,BEECH NUT PACKING CO
10735.0,BEECH NUT LIFE SAVERS INC
10736.0,AD MAR RESH INC
10737.0,MICROWAVE LABS INC
10738.0,CHIPS & TECHNOLOGIES INC
10739.0,I D B COMMUNICATIONS GROUP INC
10740.0,STARPOINTE SAVINGS BK NJ
10741.0,CHRONODYNAMICS LTD
10742.0,COMMONWEALTH MORTGAGE CO INC
10743.0,BELDING BROS & CO
10743.0,BELDING HEMINWAY INC
10744.0,AD PRESS LTD
10745.0,BALDWIN PIANO & ORGAN CO
10746.0,CLABIR CORP
10747.0,NUTRI CHEESE CO
10748.0,SCIENTIFIC SYSTEMS INC
10749.0,KENAN TRANSPORT CO
10750.0,CARMIKE CINEMAS INC
10751.0,STROMBERG CARBURETOR CO AMER IN
10751.0,BENDIX AVIATION CORP
10751.0,BENDIX CORP
10752.0,ADAC LABORATORIES INC
10753.0,FRONTIER INSURANCE GROUP INC
10754.0,HOME FEDERAL S & L ASSN UP E TN
10754.0,HOME FINANCIAL CORP
10755.0,FRAMINGHAM SAVINGS BK MA
10755.0,METROWEST BANK
10756.0,REUTER LABORATORIES INC
10757.0,HERITAGE FINANCIAL SVCS INC
10758.0,MEDPRO GROUP INC
10758.0,ULTIMAP INTERNATIONAL INC
10758.0,ULTIMAP CORP
10759.0,FIRST NATIONAL PENNSYLVANIA COR
10760.0,MILFORD COOPERATIVE BANK NH
10761.0,MICHAEL ANTHONY JEWELERS INC
10762.0,WEST NEWTON SAVINGS BANK
10763.0,AMERICAN NURSERY PRODS INC
10764.0,APPLIED CONTROL SYS INC
10765.0,CONVEX COMPUTER CORP
10766.0,MORINO ASSOCIATES INC
10766.0,MORINO INC
10767.0,KRISCH AMERICAN INNS INC
10768.0,INMAC CORP
10769.0,CENTRAL CO OPERATIVE BANK MA
10769.0,CENTRAL BANCORP INC
10770.0,CHICAGO DOCK AND CANAL TRUST
10771.0,HAMPTONS BANCSHARES INC
10772.0,SOUTHERN ELECTRONICS CORP
10772.0,S E D INTERNATIONAL HOLDINGS IN
10773.0,OUTRIGHT INDUSTRIES INC
10774.0,JOHNSTOWN SAVINGS BANK F S B PA
10775.0,HEMACARE CORP
10776.0,VACATIONS TO GO INC
10776.0,VACATION PUBLICATIONS INC
10777.0,FIRST CITIZENS BANCSHARES INC N
10778.0,GOLD DUST CORP
10778.0,HECKER PRODS CORP
10778.0,BEST FOODS INC
10779.0,ADAGE INC
10779.0,RELM WIRELESS CORP
10779.0,B K TECHNOLOGIES INC
10780.0,PEOPLES SAVINGS BANK BROCKTON M
10780.0,PEOPLES BANCSHARES INC MASS
10781.0,BANK SOUTH CAROLINA CHARLESTON
10781.0,BANK SOUTH CAROLINA CORP
10782.0,FAIRHAVEN SAVINGS BANK MA
10783.0,HORIZON GOLD SHARES INC
10783.0,HORIZON GOLD CORP
10783.0,HORIZON RESOURCES CORP
10784.0,SHAWS SUPERMARKETS INC
10785.0,CALIFORNIA MICRO DEVICES CORP
10786.0,BETHLEHEM STEEL CORP
10787.0,ADDISON WESLEY PUBG INC
10788.0,UNICARE FINANCIAL CORP
10789.0,INFERGENE COMPANY
10790.0,SHOREWOOD PACKAGING CORP
10790.0,SHOREWOOD PACKAGING CORP INC
10791.0,SILICON GRAPHICS INC
10792.0,NATIONAL BANC COMMERCE CO
10792.0,COMMERCE BANC CORP
10793.0,MERCHANTS BANCORP INC CT
10794.0,BOOTH FISHERIES CO
10795.0,ADDITIVE TECHNOLOGY CORP
10796.0,POP RADIO CORP
10797.0,AMERIFIRST FEDERAL S & L ASSN F
10797.0,AMERIFIRST BANK FED SVGS BK FL
10798.0,HOME UNITY S & L ASSN LAF PA
10799.0,FIRST FEDERAL S & L PNMA CITY F
10799.0,FLORIDA FIRST FED SVGS BK PAN C
10799.0,FLORIDA FIRST BANCORP INC
10800.0,E A ENGINEERING SCI & TECH INC
10801.0,METRO MOBILE CTS INC
10802.0,TELECAST INC
10803.0,UNITED STATES FACILITIES CORP
10803.0,CENTRIS GROUP INC
10804.0,AMERICAN CREDIT CARD TEL CO
10804.0,CARD TEL INC
10805.0,OLYMPIC BROADCASTING CORP
10805.0,OLYMPIA BROADCASTING CORP
10806.0,FIND SVP INC
10807.0,BRIGGS MFG CO
10808.0,ADDMASTER CORP
10809.0,BRANFORD SAVINGS BANK CONN
10810.0,INDUSTRIAL TRAINING SYS CORP
10811.0,CRITERION GROUP INC
10812.0,HEARTLAND EXPRESS INC
10813.0,MEDMASTER SYSTEMS INC
10814.0,DELAWARE OSTEGO CORP
10815.0,BRITISH EMPIRE STL LTD
10816.0,ADVANCED FUEL SYS INC
10817.0,MAXAM TECHNOLOGIES INC
10818.0,INSPEECH INC
10818.0,NOVACARE INC
10819.0,CIDCO GROUP INC
10820.0,VESTAR INC
10821.0,SCOTT & STRINGFELLOW FINL INC
10822.0,GAINSCO INC
10823.0,BROOKLYN UNION GAS CO
10823.0,KEYSPAN ENERGY CORP
10824.0,ADVANCED LOGIC SYS INC
10825.0,CAROLINA FIRST CORP
10825.0,SOUTH FINL GROUP INC
10826.0,SATELLITE AUCTION NETWORK INC
10827.0,CONTINENTAL MEDICAL SYSTEMS INC
10828.0,B H A GROUP INC
10828.0,B H A GROUP HOLDINGS
10829.0,LANDMARK FINANCIAL CORP
10829.0,LANDMARK COMMUNITY BANCORP INC
10830.0,STROBER ORGANIZATION INC
10831.0,BROOKLYN EDISON INC
10832.0,ADLEY CORP
10833.0,WEST MASS BANKSHARES INC
10834.0,FAMILY MUT SVGS BK HAVERHILL
10834.0,FAMILY BANCORP
10835.0,MILWAUKEE INSURANCE GROUP INC
10836.0,CENTREVEST CORP
10837.0,MICRO HEALTHSYSTEMS INC
10837.0,U S SERVIS INC
10838.0,CYTRX CORP
10839.0,HORIZON FINANCIAL SERVICES INC
10840.0,BLINDER INTL ENTRPRS INC
10840.0,INTERCONTINENTAL ENTERPRISES IN
10841.0,GRIFFITH CONSUMERS CO
10842.0,SAZTEC INTERNATIONAL INC
10843.0,ARGONAUT GROUP INC
10844.0,IRWIN MAGNETIC SYSTEMS INC
10845.0,HUFFMAN KOOS INC
10846.0,PARALAX VIDEO ENTERPRISES INC
10847.0,FRESH JUICE CO INC
10848.0,CORTRONIC CORP
10849.0,SPRINGBOARD SOFTWARE INC
10849.0,SPINNAKER SOFTWARE CORP
10850.0,MIDFED SVGS BK MIDDLETOWN OH
10850.0,PINNACLE BANCORP INC
10851.0,KING CITY FEDERAL SAVINGS BK IL
10852.0,INITIALS PLUS INC
10853.0,NATIONAL VIDEO INC
10853.0,RENTRAK CORP
10854.0,NORWICH SAVING SOCIETY
10854.0,NORWICH FINANCIAL CORP
10855.0,HOME NATIONAL CORP MILFORD MA
10856.0,CIMM INC
10857.0,PLAYERS INTERNATIONAL INC
10858.0,BROOKLYN MANHATTAN TRAN CORP
10859.0,ADOBE BRICK & SUP
10859.0,ADOBE BUILDING CTRS INC
10860.0,EPITOPE INC
10860.0,ORASURE TECHNOLOGIES INC
10861.0,CLAIRSON INTERNATIONAL CORP
10862.0,ADMAR GROUP INC
10863.0,ELCOTEL INC
10864.0,STOCKBRIDGE CAPITAL LTD
10864.0,EXPORT TYRE HOLDING CO
10865.0,ALTERNATIVE HEALTH CARE SYS INC
10866.0,BROWN SHOE INC
10866.0,BROWN SHOE CO INC
10866.0,BROWN GROUP INC
10866.0,BROWN SHOE CO INC NEW
10866.0,CALERES INC
10867.0,ADVANCE CIRCUITS INC
10868.0,J A M INC
10869.0,H D R POWER SYSTEMS INC
10870.0,P H P HEALTHCARE CORP
10871.0,STRATEGIC PLANNING ASSOCS INC
10872.0,FARRAGUT MORTGAGE CO INC
10873.0,SECURITY FEDERAL SVGS BK MT
10873.0,SECURITY BANCORP MT
10874.0,BRUNSWICK BALKE COLLENDER CO
10874.0,BRUNSWICK CORP
10875.0,ADVANCE ROSS CORP
10875.0,ADVANCE ROSS CORP NEW
10876.0,RIGHT MANAGEMENT CONSULTANTS IN
10877.0,HOME SAVINGS BANK BROOKLYN NY
10878.0,COMMUNICATIONS WORLD INTL INC
10879.0,GROSSMANS INC
10880.0,METROBANK N A LOS ANGELES
10881.0,ANALYTICAL SURVEYS INC
10882.0,BRUNSWICK TERM & RY SEC CO
10883.0,ADVANCED CELLULAR TECHNOLOGY
10884.0,EDGCOMB CORP
10885.0,P C S INC
10886.0,DIXIE YARNS INC
10886.0,DIXIE GROUP INC
10887.0,AMERICAN KEFIR CORP
10888.0,SCIENCE ACCESSORIES CORP
10889.0,OVONIC IMAGING SYSTMES INC
10889.0,O I S OPTICAL IMAGING SYSTS INC
10890.0,BURROUGHS ADDING MACH CO
10890.0,BURROUGHS CORP
10890.0,UNISYS CORP
10891.0,ADVANCED CHEMICAL TECHNOLOGY
10892.0,WILMINGTON SAVINGS FUND SOC FSB
10892.0,STAR STATES CORP
10892.0,WSFS FINANCIAL CORP
10893.0,NATIONAL HEALTH ENHANCMT SYS IN
10894.0,BROKERS SECURITIES INC
10894.0,B S I HOLDINGS INC
10894.0,AUTOBANC INC
10895.0,R L R FINANCIAL SVCS INC
10896.0,CAMILLE ST MORITZ INC
10897.0,COMMUNITY BANCSHARES INC
10898.0,SOUTHERN BANKSHARES INC WV
10899.0,WENDT BRISTOL CO
10900.0,CONNECTICUT BANCORP INC
10901.0,INVESTORS TITLE CO
10902.0,ANCHOR FINANCIAL CORP
10903.0,BURNS BROS
10904.0,ADVANCED COMMUNICATIONS INC
10905.0,SKYLINE CHILI INC
10906.0,PEOPLES HERITAGE SAVINGS BANK
10906.0,PEOPLES HERITAGE FINL GROUP INC
10906.0,BANKNORTH GROUP INC ME
10907.0,ESSEX COMMUNICATIONS CORP
10908.0,UNI MARTS INC
10909.0,CERNER CORP
10910.0,HUNTER ENVIRONMENTAL SVCS INC
10911.0,BUSH TERMINAL CO
10911.0,BUSH UNIVERSAL INC
10912.0,ADVANCED COMPUTER TECHNIQUES
10913.0,FARMERS CAPITAL BANK CORP
10914.0,ALLWASTE INC
10915.0,C R PLACE INC
10916.0,COMMUNITY BANKS INC PA
10917.0,PIONEER AMERICAN HOLDING CORP
10918.0,MAYFAIR INDUSTRIES INC
10919.0,Z Z Z Z BEST CO INC
10920.0,LANE FINANCIAL INC
10921.0,AARON BROTHERS ART MARTS INC
10922.0,CAROLINA MOUNTAIN HOLDING CO
10923.0,COMPUMAT INC
10924.0,FOUNTAIN POWERBOAT INDS INC
10925.0,IDEAL SCHOOL SUPPLY CORP
10926.0,FIRST FEDERAL SAVINGS BANK GA
10926.0,FLAG FINANCIAL CORP
10927.0,RAPITECH SYSTEMS INC
10928.0,ORGANOGENESIS INC
10929.0,PULITZER PUBLISHING CO
