idx,name,permno,comnam
7353,NEW YORK AIR BRAKE CO,13450.0,NEW YORK AIR BRAKE CO
7369,KELLOGG M W CO,26825.0,KELLOGG CO
7376,CONGOLEUM NAIRN INC,11375.0,CONGOLEUM NAIRN INC
7376,CONGOLEUM NAIRN INC,21434.0,CONGOLEUM CORP
7380,BINNEY & SMITH COMPANY,39159.0,BINNEY & SMITH INC
7401,MUTER LESLIE F,34374.0,MUTER COMPANY
7408,CERTAIN TEED PROD CORP,11105.0,CERTAIN TEED CORP
7408,CERTAIN TEED PROD CORP,11105.0,CERTAIN TEED PRODS CORP
7408,CERTAIN TEED PROD CORP,11105.0,CERTAIN TEED PRODUCTS CORP
7422,MALLORY & CO INC P R,26235.0,MALLORY P R & CO INC
7441,MURRAY CO,15229.0,MURRAY BODY CORP
7441,MURRAY CO,15229.0,MURRAY CORP AMER
7441,MURRAY CO,34366.0,MURRAY OHIO MFG CO
7452,SUTHERLAND PAPER CO,19772.0,SUTHERLAND PAPER CO
7454,TENNANT CO G H,75460.0,TENNANT CO
7455,SERVEL INC,18171.0,SERVEL INC
7456,KENDALL & CO,26868.0,KENDALL COMPANY
7464,HASTINGS MFG CO,32619.0,HASTINGS MANUFACTURING CO
7491,JOHNS MANVILLE,16707.0,JOHNS MANVILLE CORP
7491,JOHNS MANVILLE,90100.0,JOHNS MANVILLE CORP NEW
7500,SOCONY VACUUM OIL CO INC,15966.0,SOCONY VACUUM OIL INC
7503,CORN PROD REFINING CO,10989.0,CORN PRODUCTS CO
7503,CORN PROD REFINING CO,10989.0,CORN PRODUCTS REFINING CO
7524,GUSTIN BACON MFG CO,27166.0,GUSTIN BACON MFG CO
7553,BRIGGS MFG CO,10807.0,BRIGGS MFG CO
7567,SQUARE D CO,20079.0,SQUARE D CO
7580,CROUSE HINDS CO,43502.0,CROUSE HINDS CO
7581,HAZELTINE CORP,28054.0,HAZELTINE CORP
7587,BULLARD CO,17718.0,BULLARD CO
7591,FARNSWORTH TELEVISION & RADIO,21848.0,FARNSWORTH TELEVISION & RADIO
7622,PRESSED STEEL CAR COMPANY INC,15034.0,PRESSED STEEL CAR INC DE
7622,PRESSED STEEL CAR COMPANY INC,15034.0,PRESSED STEEL CAR INC PA
7636,AMERICAN BOSCH CORP,10188.0,AMERICAN BOSCH CORP
7688,FRAM CORP,27967.0,FRAM CORP
7697,HOLOPHANE CO INC,32811.0,HOLOPHANE INC
7697,HOLOPHANE CO INC,79700.0,HOLOPHANE CORP
7712,CASCO PRODUCTS CORP,85003.0,CASCO INTERNATIONAL INC
7726,OLIVER UNITED FILTERS INC,17603.0,OLIVER CORP
7730,REYNOLDS METALS CO,18921.0,REYNOLDS METALS CO
7743,NASH KELVINATOR CORP,10321.0,NASH KELVINATOR CORP
7744,MOTOR WHEEL CORP,13274.0,MOTOR WHEEL CORP
7747,SCHERING & GLATZ INC,25013.0,SCHERING CORP
7749,WARREN S D CO,27262.0,WARREN S D CO
7776,WRIGHT AERONAUTICAL CORP,18227.0,WRIGHT AERONAUTICAL CORP
7785,STEWART WARNER CORP,14605.0,STEWART WARNER CORP
7785,STEWART WARNER CORP,14605.0,STEWART WARNER SPEEDOMETER CORP
7820,COLLINS RADIO CO,27094.0,COLLINS RADIO CO
7825,PARKER RUST PROOF CO,20060.0,PARKER RUST PROOF CO
7842,ANDERSEN CORP,14286.0,ANDERSEN GROUP INC
7852,EVERSHARP INC,22701.0,EVERSHARP INC
7860,SCHERING CORP,25013.0,SCHERING CORP
7860,SCHERING CORP,25013.0,SCHERING PLOUGH CORP
7875,BUDD WHEEL CO,18331.0,BUDD COMPANY
7875,BUDD WHEEL CO,18534.0,BUDD WHEEL CO
7899,YOUNGSTOWN STEEL DOOR CO,20888.0,YOUNGSTOWN STEEL DOOR CO
7900,WEEDEN GEORGE W,81825.0,WEEDEN & CO
7918,PUROLATOR PRODUCTS INC,39036.0,PUROLATOR INC
7918,PUROLATOR PRODUCTS INC,78192.0,PUROLATOR PRODUCTS CO
7919,SONOCO PRODUCTS CO,71176.0,SONOCO PRODUCTS CO
7931,BELL AIRCRAFT CORP,21610.0,BELL AIRCRAFT CORP
7948,GOODMAN MFG CO,33988.0,GOODMAN MFG CO
7950,PETROLITE CORP,62384.0,PETROLITE CORP
7955,PHILCO RADIO & TELEVISION CORP,21426.0,PHILCO CORP
7956,TALON INC,37145.0,TALON INC
7956,TALON INC,39028.0,TALON INC
7956,TALON INC,85776.0,TALON INTERNATIONAL INC
7963,ARGUS INC,29188.0,ARGUS INC
7963,ARGUS INC,77210.0,ARGUSS HOLDINGS INC
7968,LANE WELLS CO,23704.0,LANE WELLS CO
7976,UNITED AIR LINES INC,19596.0,UNITED AIR LINES INC
7976,UNITED AIR LINES INC,19596.0,UNITED AIR LINES TRANS CORP
8000,GULF OIL CORP,21768.0,GULF OIL CORP
8007,SPERRY GYROSCOPE CO INC,14525.0,SPERRY CORP
8011,ANGLO IRANIAN OIL CO LTD,29102.0,ANGLO LTD
8031,OLIVER CORP,17603.0,OLIVER CORP
8031,OLIVER CORP,80298.0,OLIVER TRANSPORTATION INC
8034,SQUIBB & SONS INC,45604.0,SQUIBB CORP
8054,DAVISON CHEMICAL CORP,11623.0,DAVISON CHEM CO
8054,DAVISON CHEMICAL CORP,20861.0,DAVISON CHEM CORP
8057,HAMILTON WATCH CO,19035.0,HAMILTON WATCH CO
8069,ALLIED CHEM & DYE CORP,10145.0,ALLIED CHEMICAL CORP
8069,ALLIED CHEM & DYE CORP,10145.0,ALLIED CHEMICAL & DYE CORP
8070,MOHAWK CARPET MILLS INC,16934.0,MOHAWK CARPET MLS INC
8090,FAIRCHILD ENGINE & AIRPLANE,24897.0,FAIRCHILD ENGINE AIRPLANE CORP
8092,UNITED AIRCRAFT CORP,17830.0,UNITED AIRCRAFT CORP
8092,UNITED AIRCRAFT CORP,17830.0,UNITED AIRCRAFT & TRANS CORP
8092,UNITED AIRCRAFT CORP,37575.0,UNITED AIRCRAFT PRODS INC
8102,RANCO INC,25849.0,RANCO INC
8117,HAZELTINE RESEARCH INC,28054.0,HAZELTINE CORP
8118,ELLIOTT BAY MILL CO,23747.0,ELLIOTT CO
8123,POLAROID CORP,26438.0,POLAROID CORP
8164,COLGATE PALMOLIVE PEET CO,18729.0,COLGATE PALMOLIVE CO
8164,COLGATE PALMOLIVE PEET CO,18729.0,COLGATE PALMOLIVE PEET CO
8172,EASTERN AIR DEVICES INC,31579.0,EASTERN AIR DEVICES INC
8182,LILLY CO ELI,50876.0,LILLY ELI & CO
8190,EUREKA WILLIAMS CORP,15261.0,EUREKA WILLIAMS CORP
8190,EUREKA WILLIAMS CORP,31739.0,EUREKA CORP
8192,CURTISS WRIGHT CORP,18091.0,CURTISS WRIGHT CORP
8200,MONARCH TOOL & MACHINERY CO,22023.0,MONARCH MACHINE TOOL CO
8202,CONTINENTAL CAN CO,11447.0,CONTINENTAL CAN INC
8202,CONTINENTAL CAN CO,37815.0,CONTINENTAL CAN CO INC
8242,MINNEAPOLIS MOLINE POWER CO,17881.0,MINNEAPOLIS MOLINE CO
8258,JOY MFG CO,21557.0,JOY MANUFACTURING CO
8273,SPERRY CORP,14525.0,SPERRY CORP
8273,SPERRY CORP,14525.0,SPERRY RAND CORP
8273,SPERRY CORP,19342.0,SPERRY CORP OLD
8290,SWIFT & CO,19713.0,SWIFT & CO
8298,CLARK EQUIPMENT CO,18446.0,CLARK EQUIPMENT CO
8302,WEYERHAEUSER TIMBER CO,39917.0,WEYERHAEUSER CO
8317,UNION OIL CO,14891.0,UNION OIL CO CALIF
8330,KEUFFEL & ESSER CO,47547.0,KEUFFEL & ESSER CO
8340,VIRTU INC,15302.0,VIRTU FINANCIAL INC
8345,LOCKHEED AIRCRAFT CORP,21178.0,LOCKHEED AIRCRAFT CORP
8345,LOCKHEED AIRCRAFT CORP,21178.0,LOCKHEED CORP
8353,VENDO CO,27238.0,VENDO COMPANY
8358,CHICAGO BRIDGE & IRON CO,59686.0,CHICAGO BRIDGE & IRON CO
8367,RAYTHEON MFG CO,85658.0,RAYTHEON CO
8394,UPJOHN CO,26681.0,UPJOHN CO
8423,THEW SHOVEL CO,37321.0,THEW SHOVEL CO
8426,NORTHROP AIRCRAFT INC,24766.0,NORTHROP AIRCRAFT INC
8426,NORTHROP AIRCRAFT INC,24766.0,NORTHROP CORP
8435,CLARY MULTIPLIER CORP,30592.0,CLARY CORP
8443,RONSON ART METAL WORKS INC,23472.0,RONSON ART METAL WKS INC
8443,RONSON ART METAL WORKS INC,23472.0,RONSON CORP
8452,H & A SELMER INC,45575.0,SELMER H & A INC
8453,WEATHERHEAD CO,47933.0,WEATHERHEAD COMPANY
8463,CROWN CORK COMPANY LTD,17726.0,CROWN CORK & SEAL CO INC
8463,CROWN CORK COMPANY LTD,17726.0,CROWN CORK & SEAL INC
8468,PHILCO CORP,21426.0,PHILCO CORP
8483,BUDD CO,18331.0,BUDD COMPANY
8483,BUDD CO,18331.0,BUDD EDWARD G MANUFACTURING CO
8483,BUDD CO,18534.0,BUDD WHEEL CO
8485,ILLINOIS TOOL WORKS,56573.0,ILLINOIS TOOL WORKS INC
8489,ROBERTSON CO H H,46762.0,ROBERTSON H H CO
8500,DEVOE & RAYNOLDS CO,25566.0,DEVOE & RAYNOLDS CO
8500,DEVOE & RAYNOLDS CO,25566.0,DEVOE & RAYNOLDS INC
8503,AVCO MFG CORP,18606.0,AVCO CORP
8503,AVCO MFG CORP,18606.0,AVCO MFG CORP
8515,ZENITH RADIO CORP,18067.0,ZENITH RADIO CORP
8520,MOORE PRODUCTS CO,55125.0,MOORE PRODUCTS CO
8526,AMERICAN VISCOSE CORP,21549.0,AMERICAN VISCOSE CORP
8532,GABRIEL DELORE PAUL,12001.0,GABRIEL CO
8537,VACU DRY COMPANY,79944.0,VACU DRY CO
8543,CASE CO J I,11068.0,CASE J I CO
8543,CASE CO J I,11068.0,CASE J I THRESHING MACH CO
8550,OWENS CORNING FIBERGLASS CORP,24811.0,OWENS CORNING
8550,OWENS CORNING FIBERGLASS CORP,24811.0,OWENS CORNING FIBERGLAS CORP
8581,ROBERTSHAW FULTON CONTROLS CO,23624.0,ROBERTSHAW CONTROLS CO
8581,ROBERTSHAW FULTON CONTROLS CO,23624.0,ROBERTSHAW FULTON CONTROLS CO
8583,CHAMPION PAPER & FIBRE CO,20036.0,CHAMPION PAPER & FIBRE CO
8588,TUCKER CORP,11495.0,TUCKER HOLDING CO INC
8608,ANDREW GELLER INC,14323.0,ANDREW CORP
8629,WARNER ELECTRIC BRAKE & CLUTCH,81518.0,WARNER ELECTRIC BRAKE & CLTCH C
8630,ARCHER DANIELS MIDLAND CO,10516.0,ARCHER DANIELS MIDLAND CO
8662,DENNISON MFG CO,31181.0,DENNISON MANUFACTURING CO
8680,OLIN MATHIESON,13610.0,OLIN MATHIESON CHEM CORP
8696,MAYTAG CO,13119.0,MAYTAG CO
8696,MAYTAG CO,13119.0,MAYTAG CORP
8699,KAISER STEEL CORP,59758.0,KAISER STEEL CORP
8699,KAISER STEEL CORP,76520.0,KAISER STEEL RESOURCES INC
8717,SOUNDSCRIBER CORP,30825.0,SOUNDSCRIBER CORP
8720,UNION ASBESTOS & RUBBER CO,22664.0,UNION ASBESTOS & RUBR CO
8722,CLAROSTAT MFG CO INC,30584.0,CLAROSTAT MANUFACTURING INC
8727,KAISER ALUMINIUM CHEM CORP,24635.0,KAISER ALUMINUM & CHEMICAL CORP
8753,ALICO INC,11790.0,ALICO INC
8753,ALICO INC,59011.0,ALLICO CORP
8790,SPRAGUE ELECTRIC CO,43940.0,SPRAGUE ELECTRIC CO
8794,WALSH SPECIALTY COMPANY INC,83428.0,WALSH INTERNATIONAL INC
8796,JOHNSON & SON INC S C,22111.0,JOHNSON & JOHNSON
8797,MOTOROLA INC,12456.0,MOTOROLA MOBILITY HOLDINGS INC
8797,MOTOROLA INC,22779.0,MOTOROLA INC
8797,MOTOROLA INC,22779.0,MOTOROLA SOLUTIONS INC
8809,SUN CHEMICAL CORP,18796.0,SUN CHEMICAL CORP
8809,SUN CHEMICAL CORP,72733.0,SUN CHEMICAL CORP
8813,STROMBERG CARLSON CO,25275.0,STROMBERG CARLSON CO
8827,TAPPAN STOVE CO,48987.0,TAPPAN COMPANY
8843,CAREY PHILIP MFG CO,24280.0,CAREY PHILIP MFG CO
8852,UNDERWOOD CORP,14875.0,UNDERWOOD CORP
8856,MARS INC,51685.0,MARS BARGAINLAND INC
8856,MARS INC,51685.0,MARS STORES INC
8856,MARS INC,70148.0,MARS GRAPHIC SVCS INC
8859,WHITE CAP CO,85514.0,WHITE CAP INDUSTRIES INC
8894,BOWER ROLLER BEARING CO,20722.0,BOWER ROLLER BEARING CO
8928,SHARP & DOHME INC,18518.0,SHARP & DOHME INC
8934,LEEDS & NORTHRUP CO,43051.0,LEEDS & NORTHRUP CO
8955,STEIN HALL & CO INC,41873.0,STEIN HALL & CO INC
8956,CERTAINTEED PRODUCTS CORP,11105.0,CERTAIN TEED PRODS CORP
8956,CERTAINTEED PRODUCTS CORP,11105.0,CERTAIN TEED PRODUCTS CORP
8961,REPUBLIC STEEL CORP,14189.0,REPUBLIC STEEL CORP
8992,SEARLE & CO,40010.0,SEARLE G D & CO
9019,LITHIUM CORP,33750.0,LITHIUM CORP AMER
9030,PENNSYLVANIA SALT MFG CO,22234.0,PENNSYLVANIA SALT MFG CO
9067,HINDE & DAUCH PAPER CO,20642.0,HINDE & DAUCH PAPER CO
9076,ROCKWELL SPRING & AXLE CO,17654.0,ROCKWELL SPRING & AXLE CO
9086,BOWSER INC,40280.0,BOWSER INC
9087,TOKHEIM CORP,48709.0,TOKHEIM CORP
9108,OUTBOARD MARINE & MFG CO,20394.0,OUTBOARD MARINE & MFG CO
9121,AUTOMATIC CANTEEN COMPANY,22939.0,AUTOMATIC CANTEEN CO AMER
9145,STERLING DRUG INC,14592.0,STERLING DRUG INC
9150,MCGRAW ELECTRIC CO,20263.0,MCGRAW ELECTRIC CO
9162,CHANCE CO AB,57875.0,CHANCE A B CO
9167,LIBBEYOWENS FORD GASS COMPANY,18147.0,LIBBEY OWENS FORD GLASS CO
9174,BEST FOODS INC,10778.0,BEST FOODS INC
9174,BEST FOODS INC,10989.0,BESTFOODS
9175,BATES MFG CO,23640.0,BATES MFG INC
9181,AMERICAN RADIATOR & STANDARD,10372.0,AMERICAN RADIATOR CO
9191,AMERICAN SEATING CO,16141.0,AMERICAN SEATING CO
9200,CITIES SERVICE RES & DEV CO,24571.0,CITIES SERVICE CO
9208,MINNEAPOLIS MOLINE CO,17881.0,MINNEAPOLIS MOLINE CO
9208,MINNEAPOLIS MOLINE CO,17881.0,MINNEAPOLIS MOLINE PWR IMPLEMEN
9222,RESEARCH CORP,15071.0,INC RESEARCH HOLDINGS INC
9222,RESEARCH CORP,66545.0,RESEARCH INC
9238,POOR & CO,17902.0,POOR & CO
9246,SMITH CORP A O,19852.0,SMITH A O CORP
9248,ARO EQUIPMENT CORP,27502.0,ARO CORP
9259,GILLETTE CO,16424.0,GILLETTE CO
9259,GILLETTE CO,16424.0,GILLETTE SAFETY RAZOR CO
9277,NORTH AMERICAN AVIATION INC,18948.0,NORTH AMERICAN AVIATION INC
9278,PITNEY BOWES INC,24459.0,PITNEY BOWES INC
9284,RADIATION INC,38359.0,RADIATION INC
9286,WALWORTH CO,15237.0,WALWORTH COMPANY
9294,ROLLS ROYCE,36011.0,ROLLS ROYCE LTD
9322,CARLISLE CHEMICAL WORKS,27334.0,CARLISLE COMPANIES
9341,GEN DYNAMICS CORP,88357.0,GEODYNAMICS CORP
9346,STANDARD PRODUCTS CO,36775.0,STANDARD PRODUCTS CO
9379,ADDRESSOGRAPH MULTIGRAPH,18980.0,ADDRESSOGRAPH INTL CO
9379,ADDRESSOGRAPH MULTIGRAPH,18980.0,ADDRESSOGRAPH MULTIGRAPH CORP
9384,BAXTER LABORATORIES INC,27887.0,BAXTER INTERNATIONAL INC
9385,AIR PROD INC,28222.0,AIR PRODUCTS & CHEMICALS INC
9398,QUAKER OATS CO,24539.0,QUAKER OATS CO
9408,SHEAFFER W A PEN CO,19780.0,SHEAFFER W A PEN CO
9413,UNIVERSAL MFG CO,80288.0,UNIVERSAL MFG CO
9414,COLGATE PALMOLIVE CO,18729.0,COLGATE PALMOLIVE CO
9414,COLGATE PALMOLIVE CO,18729.0,COLGATE PALMOLIVE PEET CO
9415,COCHRANE CORP,24388.0,COCHRANE FURNITURE INC
9420,HOFFMAN ELECTRONICS CORP,25398.0,HOFFMAN ELECTRONICS CORP
9421,COLUMBIA BROADCASTING SYST INC,20749.0,COLUMBIA BROADCASTING SYS INC
9447,UDYLITE RES CORP,23333.0,UDYLITE CORP
9469,QUAKER CHEMICAL PRODUCTS CORP,64929.0,QUAKER CHEMICAL CORP
9474,GREER HYDRAULICS INC,32408.0,GREER HYDRAULICS INC
9479,TEXACO DEVELOPMENT CORP,14736.0,TEXACO INC
9482,BALDWIN LIMA HAMILTON CORP,10671.0,BALDWIN LIMA HAMILTON CORP
9499,NASH INC,10321.0,NASH KELVINATOR CORP
9518,SMITH KLINE FRENCH LAB,26390.0,SMITH KLINE & FRENCH LABS
9523,RAY O VAC CO,25857.0,RAY O VAC CO
9523,RAY O VAC CO,85625.0,RAYOVAC CORP
9524,BURROUGHS CORP,10890.0,BURROUGHS CORP
9524,BURROUGHS CORP,30015.0,BURROUGHS J P & SONS INC
9529,PHILIPS CORP,42753.0,PHILIPS INDUSTRIES INC
9537,SPERRY RAND CORP,14525.0,SPERRY CORP
9537,SPERRY RAND CORP,14525.0,SPERRY RAND CORP
9539,HEYDEN NEWPORT CHEMICAL CORP,23632.0,HEYDEN CHEM CORP
9539,HEYDEN NEWPORT CHEMICAL CORP,23632.0,HEYDEN NEWPORT CHEM CORP
9540,HALLIBURTON OIL WELL CEMENTING,23819.0,HALLIBURTON COMPANY
9540,HALLIBURTON OIL WELL CEMENTING,23819.0,HALLIBURTON OIL WELL CEMENTING
9542,UNION CARBIDE CORP,15659.0,UNION CARBIDE & CARBON CORP
9542,UNION CARBIDE CORP,15659.0,UNION CARBIDE CORP
9542,UNION CARBIDE CORP,15659.0,UNION CARBIDE CORP HOLDING CO
9545,DORR OLIVER INC,31333.0,DORR OLIVER INC
9547,ELECTRONIZED CHEM CORP,84532.0,ELECTRONIZED CHEMICALS CORP
9551,STANDARD PACKING CORP,26446.0,STANDARD PACKAGING CORP
9551,STANDARD PACKING CORP,90194.0,STANDARD PARKING CORP
9554,REMINGTON ARMS CO INC,35844.0,REMINGTON ARMS INC
9571,SOCONY MOBIL OIL CO INC,15966.0,SOCONY MOBIL OIL INC
9577,SCHERER CORP R P,69121.0,SCHERER R P CORP
9577,SCHERER CORP R P,77075.0,SCHERER RP CORP
9582,CHICAGO MUSICAL INSTR COMPANY,40133.0,CHICAGO MUSICAL INSTR CO
9591,DEERE MFG CO,19350.0,DEERE & CO
9605,BOEING CO,19561.0,BOEING AIRPLANE CO
9605,BOEING CO,19561.0,BOEING CO
9609,MC GRAW EDISON CO,20263.0,MCGRAW EDISON CO
9616,REFLECTONE CORP,66086.0,REFLECTONE INC
9639,PULLMAN STANDARD CAR MFG CO,14066.0,PULLMAN CO
9639,PULLMAN STANDARD CAR MFG CO,68654.0,PULLMAN COMPANY
9651,MOHASCO IND INC,22760.0,MOHASCO CORP
9654,STATHAM INSTRUMENT INC,36847.0,STATHAM INSTRUMENTS INC
9658,PREWAY INC,64040.0,PREWAY INC
9662,PERMANENTE CEMENT COMPANY,28433.0,PERMANENTE CEMENT CO
9679,COLLINS & AIKMAN CORP,15712.0,COLLINS & AIKMAN CORP
9732,KEYES FIBRE CO,47643.0,KEYES FIBRE CO
9733,DANLY MACH SPECIALTIES INC,28477.0,DANLY MACH CORP
9735,WHIRLPOOL CO,25419.0,WHIRLPOOL CORP
9735,WHIRLPOOL CO,25419.0,WHIRLPOOL SEEGER CORP
9736,FAIRBANKS MORSE & CO,11869.0,FAIRBANKS CO
9736,FAIRBANKS MORSE & CO,11885.0,FAIRBANKS MORSE & CO INC
9742,TIME INC,40483.0,TIME INC
9775,MARTIN CO,20562.0,MARTIN CO
9779,CORE LAB INC,52791.0,CORE LABS INC
9798,STUDEBAKER PACKARD CORP,14613.0,STUDEBAKER PACKARD CORP
9807,FEDERAL MOGUL BOWER BEARINGS,21338.0,FEDERAL MOGUL BOWER BEARINGS IN
9808,CORN PRODUCTS CO,10989.0,CORN PRODUCTS CO
9808,CORN PRODUCTS CO,10989.0,CORN PRODUCTS REFINING CO
9808,CORN PRODUCTS CO,85645.0,CORN PRODUCTS INTERNATIONAL INC
9822,JEFFERSON LAKE SULPHUR CO,24993.0,JEFFERSON LAKE SULPHUR CO
9823,UNITED GREENFIELD CORP,23149.0,UNITED GREENFIELD CORP
9842,BUTLER MANUFACTURING CO,19992.0,BUTLER MANUFACTURING CO DE
9844,WINCHESTER ELECTRONICS INC,83097.0,WINCHESTER CORP
9848,NORTHROP CORP,24766.0,NORTHROP AIRCRAFT INC
9848,NORTHROP CORP,24766.0,NORTHROP CORP
9848,NORTHROP CORP,24766.0,NORTHROP GRUMMAN CORP
9853,SHERWIN WILLIAMS CO,36468.0,SHERWIN WILLIAMS CO
9860,PERKIN ELMER CORP,27713.0,PERKIN ELMER CORP
9860,PERKIN ELMER CORP,42200.0,PERKINELMER INC
9883,MIDLAND ROSS CORP,18673.0,MIDLAND ROSS CORP
9888,FAIRCHILD CAMERA INSTR CO,28169.0,FAIRCHILD CAMERA & INSTR CORP
9891,AMPEX,26673.0,AMPEX CORP
9891,AMPEX,77781.0,AMPEX CORP DEL
9891,AMPEX,77781.0,AMPEX INC
9897,TEXACO INC,14736.0,TEXACO INC
9903,FOOTE MINERAL CO,26243.0,FOOTE MINERAL CO
9923,PERFECT CIRCLE CORP,35289.0,PERFECT CIRCLE CO
9929,THOMPSON RAMO WOOLDRIDGE INC,18681.0,THOMPSON RAMO WOOLDRIDGE INC
9929,THOMPSON RAMO WOOLDRIDGE INC,18681.0,THOMPSON RAMO WOOLRIDGE INC
9934,BIRD AND SON INC,18156.0,BIRD & SON INC
9957,BURLINGTON INDUSTRIES INC,20677.0,BURLINGTON INDUSTRIES INC
9957,BURLINGTON INDUSTRIES INC,77465.0,BURLINGTON INDUSTRIES INC NEW
9958,ADMIRAL CORP,22488.0,ADMIRAL CORP
9970,PARKER HANNIFIN CORP,41355.0,PARKER HANNIFIN CORP
9975,YARDNEY INTERNATIONAL CORP,65824.0,YARDNEY CORP
9975,YARDNEY INTERNATIONAL CORP,65824.0,YARDNEY ELECTRIC CORP
9978,CROMPTON & KNOWLES CORP,38420.0,CROMPTON CORP
9978,CROMPTON & KNOWLES CORP,38420.0,CROMPTON & KNOWLES CORP
9978,CROMPTON & KNOWLES CORP,47634.0,CROMPTON INC
9980,HARSHAW CHEM CORP,25793.0,HARSHAW CHEM CO
9997,FREEPORT SULPHUR CO,11981.0,FREEPORT SULPHUR CO
10003,SHELL OIL CO,14357.0,SHELL OIL CO
10003,SHELL OIL CO,14357.0,SHELL UNION OIL CORP
10004,CISCO INC,76076.0,CISCO SYSTEMS INC
10008,AEROJET GENERAL CO,28732.0,AEROJET GENERAL CORP
10009,RHEEM MFG CO,21813.0,RHEEM MFG CO
10042,CLARK CONTROLLER CO,30576.0,CLARK CONTROLLER CO
10069,WHITE EAGLE INTERNATIONAL INC,38076.0,WHITE EAGLE INTL INC
10075,BABCOCK & WILCOX LTD,24854.0,BABCOCK & WILCOX CO
10077,BENDIX CORP,10751.0,BENDIX AVIATION CORP
10077,BENDIX CORP,10751.0,BENDIX CORP
10077,BENDIX CORP,23368.0,BENDIX HOME APPLIANCES INC
10089,CROWN ZELLERBACH CORP,17128.0,CROWN ZELLERBACH CORP
10092,MIRRO ALUMINUM COMPANY,34227.0,MIRRO ALUMINUM CO
10098,DIAMOND ALKALI CO,24715.0,DIAMOND ALKALI CO
10099,MINE SAFETY APPLIANCES CO,54253.0,MINE SAFETY APPLIANCES CO
10100,SCHOLL MFG CO INC,69164.0,SCHOLL INC
10116,STANLEY WORKS,43350.0,STANLEY WORKS
10130,SOLAR AIRCRAFT CO,24774.0,SOLAR AIRCRAFT CO
10140,LEES & SONS CO JAMES,23165.0,LEES JAMES & SONS CO
10157,ESSEX WIRE CORP,41785.0,ESSEX WIRE CORP
10179,PACKAGING CORP AMERICA,87541.0,PACKAGING CORP AMERICA
10186,COOK ELECTRIC CO,42593.0,COOK ELECTRIC CO
10193,CAMCO INC,51262.0,CAMCO INC TX
10193,CAMCO INC,80074.0,CAMCO INTERNATIONAL INC
10194,COCA COLA CO,11308.0,COCA COLA CO
10205,DONNELLY MIRRORS INC,75288.0,DONNELLY CORP
10211,INDUSTRIAL NUCLEONICS CORP,10640.0,INDUSTRIAL NUCLEONICS CORP
10212,VALSPAR CORP,37807.0,VALSPAR CORP
10216,ESQUIRE INC,31704.0,ESQUIRE INC
10226,DETREX CORP,29576.0,DETREX CHEMICAL INDS INC
10226,DETREX CORP,29576.0,DETREX CORP
10228,GRIFFITHS ELECTRONICS INC,40126.0,GRIFFITHS ELECTRONICS INC
10236,NALCO CHEMICAL CO,41179.0,NALCO CHEMICAL CO
10236,NALCO CHEMICAL CO,90439.0,NALCO HOLDING COMPANY
10241,CARRIER CORP,22533.0,CARRIER CORP
10250,THIOKOL CHEMICAL CORP,26665.0,THIOKOL CHEM CORP
10250,THIOKOL CHEMICAL CORP,26665.0,THIOKOL CHEMICAL CORP
10250,THIOKOL CHEMICAL CORP,26665.0,THIOKOL CORP
10259,BAIRD ATOMIC INC,16361.0,BAIRD ATOMIC INC
10259,BAIRD ATOMIC INC,16361.0,BAIRD CORP
10276,HORIZONS INC,55706.0,HORIZON CORP
10277,BROWN & SHARPE MFG,42606.0,BROWN & SHARPE MFG CO
10279,SYRACUSE SUPPLY CO,74043.0,SYRACUSE SUPPLY CO
10280,RAYTHEON CO,85658.0,RAYTHEON CO
10296,WORTHINGTON CORP,15464.0,WORTHINGTON CORP
10301,ALLIED CHEM,10145.0,ALLIED CHEMICAL CORP
10301,ALLIED CHEM,10145.0,ALLIED CHEMICAL & DYE CORP
10315,BELL & GOSSETT CO,28396.0,BELL & GOSSETT CO
10317,HOUDAILLE INDUSTRIES INC,17742.0,HOUDAILLE INDUSTRIES INC
10327,GARRETT CORP,18065.0,GARRETT MOTION INC
10327,GARRETT CORP,23982.0,GARRETT CORP
10342,HUNT FOODS AND IND INC,22816.0,HUNT FOODS INC
10343,DIAMOND NATIONAL CORP,16029.0,DIAMOND NATIONAL CORP
10366,MARQUARDT CORP,27123.0,MARQUARDT CORP
10371,GAMEWELL CO,18008.0,GAMEWELL CO
10380,RHEEM MFG COMPANY INC,21813.0,RHEEM MFG CO
10382,PARSONS CORP,49613.0,PARSONS CORP
10383,HALLIBURTON CO,23819.0,HALLIBURTON COMPANY
10383,HALLIBURTON CO,23819.0,HALLIBURTON OIL WELL CEMENTING
10392,ETHYL CORP,42550.0,ETHYL CORP
10394,RILEY STOKER CORP,48442.0,RILEY COMPANY
10413,ROTRON RES CORP,67695.0,ROTRON INC
10420,LODGE & SHIPLEY CO,33769.0,LODGE & SHIPLEY CO
10428,BAXTER DON INC,27887.0,BAXTER INTERNATIONAL INC
10431,MASSEY FERGUSON LTD,34040.0,MASSEY FERGUSON LTD
10434,LOCKE STEEL CHAIN CO,36863.0,LOCKE STEEL CHAIN CO
10435,AMERICAN BRAKE SHOE CO,10030.0,AMERICAN BRAKE SHOE CO
10436,ELECTRONICS CORP AMERICA,31632.0,ELECTRONICS CORP AMER
10440,BASIC RES CORP,45031.0,INTERNATIONAL BASIC RES INC
10450,BLOCK ENGINEERING,18463.0,BLOCK ENGINEERING INC
