name,gvkey_x,org,score
IDEC PHARMACEUTICALS CORP,24468,Biofine Incorporated,36
COLEMAN CO INC,24969,"Diba Industries, Inc.",36
INITIAL ACQUISITION CORP,61976,"Hollis-Eden Pharmaceuticals, Inc.",36
VIRTUAL GAMING TECHNOLOGIES INC,63320,VirtGame Corp.,36
EDGEWELL PERSONAL CARE Co,133367,American Energizer Corporation,36
CCP WORLDWIDE INC,158055,"Dyadic International (USA), Inc.",36
TearLab Corp,161071,Occulogix Corporation,36
CLARCOR INC,3093,Michigan Spring Company,35
DISCUS ACQUISITION CORP,3979,"Peerless Metal Industries, Inc.",35
NEWMARKET CORP,4462,Afton Chemical Corporation,35
GENERAL MOTORS ACCEPTANCE CORP,5072,GMAC Commercial Finance LLC,35
QUAKER STATE CORP,8853,"Truck-Lite Co., LLC",35
TOSCO CORP,10621,"Circle K Enterprises, Inc.",35
WRIGLEY WILLIAM JR CO,11609,L.A. Dreyfus Company,35
TUDOR CORP LTD,14265,"Topia Technology, Inc.",35
"APRICUS BIOSCIENCES, INC.",62110,NexMed (Holdings) Incorporated,35
POORE BROTHERS INC,64102,Inventure Development Corporation,35
NAVIGATION TECHNOLOGIES CORP,160260,"NAVTEQ North America, LLC",35
BASTIAN INDUSTRIES,2083,"HL.I, Incorporated",34
SMTEK INTERNATIONAL INC,3756,Data-Design Laboratories,34
EAC INDUSTRIES INC,4138,Ideal Security Hardware Corporation,34
GREIF BROTHERS CORP,5338,"Down River International, Inc.",34
INTERMET CORP,6044,"Columbus Foundries, Inc.",34
LENNAR CORP,6669,"Centurion Intl., Inc.",34
NEC CORP,7652,"NEOS Technologies, Inc.",34
WELLS FARGO & CO,8007,Crocker National Bank,34
SCM CORP,9316,The Baltimore Spice Company,34
SUNRISE MEDICAL INC,10185,Bio Clinic Corporation,34
TSL HOLDINGS INC,10330,Tatsuno Corporation,34
CYANOTECH CORP,12575,Connected Corporation,34
INFORMIX CORP,12587,"Ascential Software, Inc.",34
HARMAN INTERNATIONAL INDUSTRIES INC,12788,Jakel Incorporated,34
SNYDERGENERAL CORP,14956,McQuay-Perfex Inc.,34
WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,60979,Wabtec Corporation,34
ENI SPA,61616,Encap Technologies Inc.,34
GENSYM CORP,62201,GenzymeCorporation,34
AIR PRODUCTS & CHEMICALS INC,1209,International Coal Refining Company,33
AMERICAN SEATING CO,1555,Joerns Furniture Company,33
Hilton Worldwide Holdings Inc.,5643,Bally Manufacturing Corporation,33
IVACO INDUSTRIES INC,5969,Inax Corporation,33
HSBC AMERICAS INC,7032,Marine Midland Bank of Rochester,33
MAXCO INC,7121,Progressive Machinery Corporation,33
MAXXAM GROUP HOLDINGS INC,7125,Victor Equipment Company,33
GENESIS WORLDWIDE INC,7515,The Monarch Machine Tool Co.,33
GRAHAM FIELD HEALTH PRODUCTS INC,8382,"Everest & Jennings International, Ltd.",33
PP&L RESOURCES INC,8455,Pepgen Corporation,33
THOMAS INTERNATIONAL CORP,10542,Warwick Electronics Inc.,33
TWENTIETH CENTURY-FOX FILM,10774,"De luxe General, Incorporated",33
RELIANCE GROUP HOLDINGS INC,12604,The Obie Company ,33
SOUTHWEST SECURITIES GROUP INC,24547,"SWS Development, L.L.C.",33
RGB COMPUTER & VIDEO INC,28488,Saf-T-Lok Corp.,33
CALIFORNIA PRO SPORTS INC,31379,Imagine One,33
MEDI JECT CORP,63700,Astra Pharma Inc.,33
PENNSYLVANIA POWER & LIGHT CO,145348,PPL Electric Utilities Corporation,33
"ConsultAmerica, Inc.",164411,VirtualScopics LLC,33
ABB LTD,210418,Abbvetco Gray Inc.,33
MATERION Corp,2448,Metals Engineering Incorporated,32
CLEVELAND CLIFFS INC,3107,Pickands Mather & Co.,32
FLOWSERVE CORP,4108,"The Duriron Company, Inc.",32
FIRST REPUBLIC CORP OF AMERICA,4735,Towle Manufacturing Company,32
METROMEDIA INTERNATIONAL GROUP INC,4932,Fuqua Industries,32
INTERNATIONAL TECHNOLOGY CORP,6121,"Ecton, Inc.",32
LONE STAR TECHNOLOGIES INC,6797,John Zink Co.,32
ROLLINS INC,9225,Ace Pest & Termite Control Co.,32
JEFFERSON SMURFIT CORP US,13856,Container Corporation of America,32
JMAR INDUSTRIES INC,21488,Jamar Technology Co,32
READ RITE CORP,24608,"Sanarus Technologies, Inc.",32
ITEX CORPORATION,25540,"ImaTx, Inc.",32
HAVENWOOD VENTURES INC,25655,"Boots & Coots, L.P.",32
SARATOGA BEVERAGE GROUP INC,28489,The Fresh Juice Company,32
OWOSSO CORP,30862,"M.H. Rhodes, Inc.",32
AUXER GROUP INC,61056,Viva International Corp,32
VALCOR INC,63016,Electroid,32
OGARA CO,63980,"Ontrack Data International, Inc.",32
ASPEC TECHNOLOGY INC,66713,iSense Corporation,32
VALEO SA,102523,Visto Corporation,32
WIT CAPITAL GROUP INC,121083,Soundview Technologies Incorporated,32
INNOVATIVE MICRO TECHNOLOGY INC,1703,"Applied Magnetics, LLC",31
ARDEN GROUP INC,1728,Telautograph Corporation,31
EASTERN CO,4186,The Ohio Brass Company,31
HEALTH-CHEM CORP-OLD,5544,Union Broach,31
MELLON BANK CORP,7238,"Girard, Inc.",31
MEM CO INC,7242,Lebanon Packaging Corporation,31
UNITED STATES LIME & MINERALS INC,8947,Rangaire Corporation,31
"RCLC, INC.",9230,Ronbow Corporation,31
STS LIQUIDATING CORP,10230,"Sym-Tek Systems, Inc.",31
UNIMAX CORP,10847,"Ward Leonard Electric Co., Inc.",31
VOLVO AB,11217,"Volva Penta of the Americas, Inc. ",31
"Silicon Mountain Holdings, Inc.",11667,ZIVA CORPORATION,31
LUND INTERNATIONAL HOLDINGS INC,14383,Deflecta-Shield Corp.,31
HSN INC,26061,IAC/Interactivecorp.,31
METSO OYJ,102345,MANDO CORPORATION,31
CITIZENS COMMUNICATIONS CO,135484,Sumitomo Electric Lightwave Corp.,31
CIBA HOLDING AG,213449,Giba Specialty Chemicals Corporation,31
BERKLINE CORP,2174,"Dual Manufacturing and Engineering, Incorporated",30
BOEING CO,2285,"Aurora Systems, Inc.",30
"AVIS BUDGET GROUP, INC.",3278,Galileo International Partnership,30
S&P Global Inc.,7163,CTB/McGraw-Hill LLC,30
ROBINS (A.H.) CO,9183,"Eurand America, Incorporated",30
SUSQUEHANNA CORP,10212,"R & G Sloane Manufacturing Co., Inc.",30
TEXAS EASTERN CORP,10490,American Hydrocarbon Company,30
UNILEVER PLC,10845,"ilever Home & Personal Care USA, a division of Conopco, Inc.",30
AG&E HOLDINGS INC.,11361,Wells-Gardner Electronics Corporation,30
IMTEC INC,12460,I-Tech Corporation,30
KIEWIT PETER SONS INC,13440,"LEVEL 3 COMMUNICATIONS, LLC",30
"LOS ANGELES SYNDICATE OF TECHNOLOGY, INC.",29281,Polyonics Corporation,30
AMERICAN TOYS INC,30326,US Wireless Corporation,30
"ProPhase Labs, Inc.",31418,Qume Corporation,30
ST PAUL TRAVELERS COMPANIES INC,62689,MPI Incorporated,30
"Xstelos Holdings, Inc.",63690,Footstar Corporation,30
HOTEL RESERVATIONS NETWORK INC,131425,Hotels.com,30
SCIENCE APPLICATIONS INTERNATIONAL CORP,165123,"SICK, INC.",30
ARMADA CORP,1753,Hoskins Manufacturing Co.,29
DATA CARD CORP,3755,"dbx, Inc.",29
HEALTH CHEM CORP,5545,Union Broach,29
"Hill-Rom Holdings, Inc.",5639,Support Systems International Corp.,29
INSILCO HOLDING CO,5976,"Romac Metals, Inc.",29
XANSER CORP,6331,"Furmanite Worldwide, Inc.",29
KATY INDUSTRIES INC,6349,American Gage & Machine Company,29
LAMSON & SESSIONS CO,6571,"Valley-Todeco, Inc.",29
NALCO CHEMICAL CO,7679,"U.S. Packaging, Inc.",29
NATIONAL GRAPE CO-OPERATIVE,7737,"Welch Foods, Inc.",29
SCHERER R P CORP,9458,"Scientific Associates, Inc.",29
STANDARD PRODUCTS CO,10004,Oliver Rubber Company,29
SUNSHINE MINING & REFINING CO,10174,Woods Research and Development Corporation,29
PENWEST LTD,11748,Penford Products Company,29
LVMH MOET HENNESSY LOUIS V,14447,The Donna Karan Company,29
FLEX LTD.,30170,"Flextronics International USA, Inc.",29
NATIONAL ENVIRONMENTAL SERVICE CO,31594,"NeuCo, Inc.",29
DESKTOP DATA INC,61159,Newell Corporation,29
,62471,Lumenis Inc.,29
EARTHWEB INC,115812,The Dice Company,29
HERCULES DEVELOPMENT GROUP INC,141200,"Astralis, LLC",29
,142955,TEALIUM INC.,29
BERKLINE/BENCHCRAFT HLD-REDH,163980,"Dual Manufacturing and Engineering, Incorporated",29
ARMTEK CORP,1761,"Dayco Products, Inc.",28
WHITE ELECTRONIC DESIGNS CORP,2345,"Bowmar/Ali, Inc.",28
CHUBB CORP,3024,Bellemead Development Corporation,28
BICOASTAL CORP,9746,The Singer Company - Patent Department,28
SYNCOM CORP,10258,"Sun-Flo International, Inc.",28
BRIDGESTONE CORP,17440,"Intellectual Properties and Technology, Inc.",28
NCI BUILDING SYSTEMS INC,25130,Robertson-Ceco Corporation,28
PUMATECH INC,64099,IntelliSense Corporation,28
RiceBran Technologies,114415,NutraCea,28
YDI WIRELESS INC,129120,Terabeam Corporation,28
ELDORADO FINANCIAL GROUP INC,146313,Composite Technologies Co. LLC,28
DIXILYN CORP,4003,"Divnick International, Inc.",27
DOW JONES & CO INC,4062,Telerate Systems Incorporated,27
GOODYEAR TIRE & RUBBER CO,5234,"Brad Ragan, Inc.",27
HEICO CORP,5567,Spartan Tool,27
Kate Spade & Co,6768,"Liz Claiborne, Inc.",27
SCOTT & FETZER CO,9507,Valley Tow-Rite,27
TIMES MIRROR CO,10580,"Jeppesen Sanderson, Inc.",27
UNILEVER NV,10846,"ilever Home & Personal Care USA, a division of Conopco, Inc.",27
WOOLWORTH (F.W.) PLC  -ADR,11583,Richman Brothers Company,27
SCHWAB CHARLES CORP,13988,"Soundview Technologies, Inc.",27
RASTEROPS,21684,"T1visions, Inc.",27
ENCORIUM GROUP INC,22507,Covalent Associates,27
"APPLIED ENERGETICS, INC.",25088,Ionatron,27
"OFFICIAL PAYMENTS HOLDINGS, INC.",66059,"Terra Technologies, LLC",27
TECHNICOLOR SA,125863,Thomson Electron Tubes and Devices Corporation,27
BOEING CAPITAL CORP,144647,"Aurora Systems, Inc.",27
ATI INC,1067,Aerosol Techniques Incorporated,26
BANKERS TRUST NEW YORK CORP,2029,"Pyromid, Inc.",26
BERKSHIRE HATHAWAY INC,2176,The Scott Fetzer Company,26
SCIOS INC,2616,Nova Pharmaceutical Co.,26
DIVERSIFIED ENERGIES,3992,E. F. Johnson Company,26
DYNEER CORP,4134,"Astrolab, Inc.",26
INOLEX CORP,5974,Wilson Pharmaceutical & Chemical Corporation,26
MANUFACTURERS HANOVER CORP,7003,Allsteel Inc.,26
"PMFG, Inc.",8423,Peerless Manufacturing Company,26
SIGNAL COS,9705,"Wheelabrator-Frye, Inc.",26
AMERICAN TELEVISION & COMMUNICATIONS CORP,11284,Warner Bros. Inc.,26
XEBEC,11627,Xintec Corporation,26
ZAPATA CORP,11670,"ZBB Technologies, Inc.",26
SUMMAGRAPHICS CORP,13914,"Calico Technology, Inc. ",26
GLOBAL BLOCKCHAIN TECHNOLO,26233,Migenix Corp.,26
SABRE HOLDINGS CORP,63766,GetThere Inc.,26
AMERICAN XTAL TECHNOLOGY,110760,"AFX, Inc.",26
Ingersoll-Rand plc,5959,The Torrington Company,25
NOXELL,8022,Noetix Corporation,25
U S HOME CORP,10950,"Centurion International, Inc.",25
V F CORP,11060,"Modern Globe, Inc.",25
VERNITRON CORP,11142,Axsys Technologies ,25
USFREIGHTWAYS CORP,24926,"USF Filtration & Separations, Inc.",25
NOVANTA INC,61356,The GSI Group,25
MELDEX INTL PLC,65783,"Bioprogress Technology International, Inc.",25
CNW CORP,2559,Chicago and North Western Transportation Co.,24
COORS ADOLPH CO,3505,"Wilbanks International, Inc.",24
HUFFY CORP,5772,Raleigh Cycle Company of America,24
HUNT CORP,5782,"HNA Holdings, Inc.",24
SFE TECHNOLOGIES,9318,San Fernando Electric Manufacturing Company,24
SALEM CORP,9384,Industrial Resources of Michigan,24
LONDON INTERNATIONAL GROUP,18811,"Schmid Labs., Inc.",24
SIEMENS AG,19349,ROM Corporation,24
TDX CORP,20557,"Tizor Systems, Inc.",24
TOTAL SA,24625,M & T Chemicals Inc.,24
BIOSYS INC,25005,Crop Genetics International Corporation,24
GLOBAL DIRECTMAIL CORP,60931,"System K, Inc.",24
CIPHERLOC Corp,64077,National Scientific Company,24
BBN CORP,2294,Bolt Beranek and Newman Inc.,23
PILLSBURY CO,8585,Burger King Corporation,23
KONINKLIJKE AHOLD DELHAIZE,23667,"Peapod Systems, Inc.",23
LivaNova PLC,27810,"Cyberonics, Inc.",23
CULBRO CORP,3642,"CMS Gilbreth Packaging Systems, Inc.",22
ALARMGUARD HOLDINGS INC,6041,Intermark Corp.,22
KAMAN CORP,6326,"Electromagnetic Launch Research, Inc.",22
MIDCON CORP,7363,"Mid-Continent Pipeline Equipment Company, a division of Harrisburg, Inc.",22
RESDEL INDUSTRIES,9068,Sangray Corporation,22
RC2 CORP,64896,The First Years Inc.,22
BEECHAM INC,2115,Boehringer Mannheim Pharmaceuticals Corporation Smith Kline Corporation Limited Partnership No. 1,21
FOSTER WHEELER LTD,4864,"Glitsch, Inc.",21
GOODRICH B F CO,5229,"Humphreys, Inc.",21
HOLIDAY CORP,5662,Develco,21
PANASONIC CORP,7114,Matsushita Electric Works Research and Development Laboraty Inc.,21
SUMMA INDUSTRIES,7561,Caltechnix Corporation,21
JERSEY CENTRAL POWER & LIGHT CO,8099,"G-Plus, Inc.",21
TIDEWATER INC,10565,Xplo Corporation,21
Allergan plc,27845,"Watson Pharmaceuticals, Inc.",21
US INDUSTRIES INC,61534,Jacuzzi Whirlpool Bath,21
STORAGE DIMENSIONS INC,64544,Artecon,21
GTX INC,156857,The Gates Corporation,21
DYNCORP,4119,HRI,20
FEDERAL MOGUL CORP,4600,"Switches, Inc.",20
TRIBUNE CO,10726,"Los Angeles Times, a division of The Times Mirror Company ",20
VIVENDI SA,101264,"Mepaco, Inc.",20
,205950,"Warner Chilcott Company, LLC",20
MAXXAM INC,6873,Coyne Cylinder Company,19
,13174,TBW Industries Inc.,19
,31596,Commonwelth Edison,19
ATALANTA CORP,1825,A.G.S. Food System Inc.,18
BRADY CORP,2352,"ImmuTech, Inc.",18
,15751,Mud Hog Corporation,18
ABB AB,17346,"AMT Holdings, Inc.",18
AGRI NUTRITION GROUP LTD,30451,"Virbac, Inc.",18
KAZIA THERAPEUTICS LTD,117116,"Novogen, Inc.",18
BUDD CO,2455,"Connelly Skis, Inc.",17
DICK (A.B.) CO,3939,Videojet Systems Limited,17
SQUIBB CORP,9967,"Diagnostic Technology, Inc.",17
ZIMMER CORP,11685,Hall Surgical,17
,154013,"The Moore Company, Inc.",17
LEASEWAY TRANSPORTATION CORP,6635,"PUSHD, INC.",16
,156654,Kansas City Power and Light Company,16
,144519,"Aramark Uniform and Career Apparel, Inc.",15
SANOFI,101204,Aventis Pharmaceuticals Products Inc.,14
,160866,"Belden CDT Networking, Inc.",14
,163999,"Roadway Package System, Inc.",14
"Delta Tucker Holdings, Inc.",165653,HRI,14
,142022,"AOL Time Warner Interactive Video Group, Inc.",13
CGG,102983,Geoscience Ltd,12
,148971,TRW Automotive U.S. LLC,8
,164597,"Kensington Technology Group, a division of ACCO Brands, Inc.",7
