ein,name
586222004,marian w ottley u w atlanta first wachovia bank na
396786592,ray and kay eckstein charitable trust
136879648,christina and robert dow
341761181,fred a lennon charitable tr private
132620718,vollmer   inc
581669823,betty and davis fitzgerald   inc
363486549,carl & marilynn thoma
56015373,hassenfeld
136096459,mcintosh
270387300,william v campbell family
522306995,el-hibri
876150803,lawrence t & janet t dee fdn
521512330,clark charitable   inc
363329401,donald levin family
582075742,griffith family charitable   inc
741933660,john s dunn
367010559,elizabeth morse genius charitable trust
346505181,bridgestone americas holding inc
263977456,teva cares
382679673,the edward lowe
522189081,nora roberts   inc
946182697,mulago
202052977,mosakowski family charitable
410754835,mcknight
260011433,sita
208075941,william josef   inc
300124473,charles l shor   for epilepsy research inc
232684976,hamilton family
752252355,summerlee
133415258,melville charitable trust
133601934,cedar tree   inc
561677733,the merancas   inc
582514027,southern company charitable   inc
931159948,nike
391868295,pleasant t rowland
736093829,records-johnston family   inc
436531876,dana brown charitable trust
731526080,the eagle sky
431439173,mcdonnell   inc
133025979,friedman family
222773808,richard k lubin family
756030774,effie and wofford cain
721232379,blue cross and blue shield of louisiana
136090843,bernard f and alva b gimbel   inc
640692161,asbury   of hattiesburg inc
251689382,heinz family
454228213,the john c mithun
651051638,the rawlings   inc
546049005,the george and carol olmsted
351812631,allen whitehill clowes charitable   inc
263040367,chelsea health and wellness
540550100,beazley   inc
208467212,third federal
264754581,broadcom
201844715,quest
346899181,hazel ruby mcquain charitable tr
411730855,george family
237423802,golden family
431595600,edward d jones & company
742390003,clover
270745672,vibrant village
43747289,eqt
386066333,benson & edith ford fund
356027059,foellinger   inc
226554026,swartz   trust
237435471,frank e & seba b payne   31-55459-5
222946282,the croll   attn mary kathleen oconnell
472402277,mark and mary ann kaufman
510070060,raskob   for catholic activities incorporated
561548051,the joseph m bryan   of greater greensboro inc
200368768,andrews family
953792725,la84
731452166,david e & cassie l temple
133976827,dinan family   inc
941156611,san francisco ladies protection and relief society
237243490,melitta s pick charitable trust
137177278,the john and barbara vogelstein
943334424,robert & ruth halperin
954074837,marion & john e anderson
431621937,alvin goldfarb
330891470,pimco
456829368,613 tr
416080486,w m
264384360,chan soon-shiong family
912173492,raikes
366062451,lannan
954769273,saban family
560599225,morehead cain
611715303,kate w cassidy
330683658,jacobs center for neighborhood innovation
276173297,john c lasko   tr
581709417,georgia power   inc in receivership
256357015,the thomas phillips and jane moore johnson
830343509,harrington family
586032142,bradley turner   inc
592714390,the hirair and anna hovnanian   inc
586035441,frances wood wilson   inc
223101266,v kann rasmussen
416009902,patrick & aimee butler family
621520208,aslan
236277885,barra   inc
731300662,southern oklahoma memorial   inc
256041850,arthur vining davis   2
330803785,moxie   california
136082357,exxonmobil
746077587,rgk
931246433,ann and bill swindells charitable trust
260476590,shaw family endowment fund
260873247,thee mustard seed
251597437,nimick forbesway
356735706,anne kilcawley christman
800664696,irma and norman braman art
357086858,four winds
270198398,skoll global threats fund
311129589,moriah fund inc
470945945,mclaughlin family   inc
134311179,the correll family   inc
710718507,jones trust
710285871,winthrop rockefeller
956092476,willametta k day
43491328,nordblom family
586320345,laura berry campbell trust ua fbo berry college 04-15-25
752222091,harold simmons   inc
954247470,the horn
431484142,debruce
841157827,spanish peaks healthcare systems
516010449,second champlin fnd t-a 1161942
770559600,swift
680515701,borina
366087160,illinois tool works
46835621,paul and joanne egerman family charitable
203794063,concrete   inc
580601653,jesse parker williams
510348090,ellice and rosa mcdonald   inc
137147899,susan s & kenneth wallach
650501660,bernard a egan   inc
263784465,lena research
465601414,te connectivity
250989820,john h wright etal trust fbo lucille wright etal
411975043,annexstad family
621103568,dorothy cate and thomas f frist
416013675,edelstein family   050013733200
752402852,horace c cabe
391746858,edwin e and janet l bryant
522251371,daniel s loeb family third point
136028788,esther a & joseph klingenstein fund inc
526054237,clayton baker trust
261225450,daniel p@haerther charitable trust
411768558,carl & eloise pohlad family
237120804,cooke   limited
590914771,fishermens hospital inc
582016050,sall family   inc
131813827,wenner-gren   for anthropological research inc
66504128,riversville
302421441,province & grace inc
521340920,potomac health
510201970,martha g moore   inc
396125329,theda and tamblin clark smith family   inc
421410022,roland & ruby holden
454717268,ralph and ricky lauren family   inc
770404924,arkay
431954871,mercy works   inc
396050046,siebert lutheran   inc
222798198,redlich horwitz
263343041,william & margaret fern holmes family
742479712,bernard & audre rapoport
266208988,corabelle lumps
203073117,templeton   inc
510168084,anheuser-busch
46229044,oliver s & jennie r donaldson charitable trust
352056722,welborn baptist   inc
561351883,evergreen
593666403,holland m ware charitable
201658710,claws
356042373,the cummins   inc
946109309,vanlobensels-remberock
800870036,rainwater charitable
306453972,howard d hebebrand char tr ua
222677986,the paul and phyllis fireman charitable
205591574,community facility partners
742860436,kle
362217999,arthur j schmitt
471164496,puffin new jersey inc
237028857,the joseph and bessie feinberg
742847229,lester & beatrice williams
201164239,overlook international   inc
222425725,hyde and watson
436044736,monsanto fund
271401401,grace farms
366054378,harris family
454797578,david and janet polak
731499528,mary k chapman
132853957,adolph & esther gottlieb
223472805,hickory
330523832,open doors international inc
426071036,the stanley
136748171,beatrice p delaney char fdn
260734110,island outreach   inc
510193915,gladys & roland harriman
222761621,sumner m redstone charitable
207432649,outcalt
382849003,harding
954745292,the@june
133933323,lme
581936483,stuart and eulene murray   tr
346513729,paul & maxine frohring   inc
134144722,mac global aids
876227330,nancy eccles and homer m hayward family
231352035,jrs biodiversity
133566723,robert & bethany millard charitable
911816164,kahle-austin
226028476,merck company
201370387,the teagle   incorporated
132872722,mertz gilmore
256050238,sidney a swensrud
221551936,turrell fund
136125699,van ameringen   inc
471114091,breyer family
203951826,robert and lisa margolis familyfoundation
731128665,hargrove hudson charitable trust
820431505,john f nagel   inc
870657244,meldrum
951661675,pfaffinger
261536108,pinnacle leadership
742979359,horizon housing
341722402,lavalley
471840657,samuel and edith@justus charitable trust
136154978,appleman   inc
752739180,the miles   inc
262866592,garatoni-smith family
726024696,rosamary
133407819,thomas l kempner jr   inc
516511117,the saigh
42658294,collings
207165016,the teshinsky family
363755606,ryan
222231640,martin and toni sosnoff
431752949,pulitzer arts
465038483,john c martin   ltd
562121302,harold h bate   inc
590812783,quantum   inc
256819008,the shs
341665641,donald and alice noble
411875950,olseth
311492927,bill & marian cook
466728773,lynn and louis wolfson ii family
470762188,hirschfeld family   inc
208087695,chorus inc
261598880,hoffen family
760003093,wayne duddlesten
986057022,nature conservation tr
911737888,neukom family
931138806,pge
131600908,william t morris   inc
261481981,marvin buzz oates charitable
133680855,kurz family   ltd
956027493,l k whittier
562290010,john e morgan   inc
382752251,peter c and emajean cook
391728908,northwestern mutual life   inc
530078064,consumer health
46904482,the@j stuart and elizabeth moore charitable
391948292,ronald & joyce wanek   ltd
237324576,healthcare initiative
956047847,shapell guerin family
362476143,blum-kovler
362170910,micheal reese health trust
46772532,mccance   tr
954259961,stanley & joyce black family
237318041,edyth bush charitable   inc
346528308,john p murphy
326266976,wilson sheehan
453758612,connie hillman family
956095343,northrop grumman
416017057,andreas
806244267,scp
956979804,camilla chandler family   11-10-1994
136215329,h van ameringen
900647568,credit suisse americas
136116927,dorot
943379521,hitz
362498125,w clement & jessie v stone
237966458,hilda & preston davis private
261572776,bluhm family charitable
133676152,tikvah fund
452286657,sasco   corporation
453814655,inmaat
136047243,edward e ford   mfgr
586038037,rich   inc
266762017,ruth mulan chu chao
208986573,edlis-neeson   nfp
134223002,elliotsville plantation inc
311641042,the lizzie and jonathan tisch   inc
954607191,eisner   inc
800772825,brickstreet   inc
541715875,world cocoa   inc
233031335,the h chase lenfest   inc
382712361,the d dan and betty kahn
200857287,florence forgotson private   inc
426073848,bright
131860415,jewish   for education of women
46771880,neil and anna rasmussen
383905454,herbert simon family
481021776,dreiseszun family
473950655,cohen veterans network inc
133212724,trust for mutual understanding
760122692,fred and mabel r parks
386052131,hudson-webber
841605993,bohemian
383289521,arbor research collaborative for health
222773769,van beuren charitable   inc
200257512,william r orthwein jr and laura rand orthwein   inc
416011518,tozer   inc
943270387,kalliopeia
800875249,finley family
752567893,eugene and margaret medermott art fund inc
942949602,gerson bakar
133321736,deutsche bank americas
731535370,margery mayo bird
580566147,callaway   inc
581494832,watkins christian   inc
133054425,united states japan
943288599,krishnan-shah family   inc
526051781,philip l graham fund
326369521,mark e & mary a davis
411604640,wem
436079817,sidney w sylvia n souers fdn
156017650,fred l emerson   inc
453132103,rare disease charitable
205678254,orville gordon browne foundationinc
743054138,manning family
770108124,the grove
205767275,the barry
43340006,the josetta fund
416011826,hardenbergh
582169694,luther & susie harrison   inc
222827692,the jaffe family
137109406,griffin-cole fund
205253008,healthcare   of northern lake county
300039820,pritzker family
752587034,james n mccoy
223591803,the nicholas j and anna k bouras
870638640,bertin family
956092364,lewis a kingsley
472072111,kung guerra
943169439,david b gold
951926174,university hill
472026203,peiffer family
800723342,reckitt benckiser pharmaceuticals patient help
